source,config,llm,prompt,model_class,protocol,question,human_logic
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR1,8,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR1,9,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR2,1,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR2,2,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR2,3,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR2,4,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR2,5,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR2,6,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR2,7,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR2,8,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR2,9,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR3,1,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR3,2,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR3,3,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR3,4,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR3,5,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR3,6,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR3,7,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR3,8,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR3,9,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR4,1,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR4,2,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR4,3,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR4,4,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR4,5,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR4,6,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR4,7,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR4,8,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR4,9,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR5,1,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR5,2,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR5,3,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR5,4,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR5,5,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR5,6,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR5,7,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR5,8,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR5,9,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR6,1,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR6,2,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR6,3,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR6,4,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR6,5,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR6,6,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR6,7,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR6,8,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR6,9,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR7,1,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR7,2,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR7,3,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR7,4,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR7,5,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR7,6,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR7,7,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR7,8,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR7,9,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR8,1,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR8,2,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR8,3,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR8,4,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR8,5,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR8,6,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR8,7,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR8,8,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR8,9,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR9,1,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR9,2,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR9,3,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR9,4,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR9,5,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR9,6,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR9,7,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR9,8,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR9,9,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR10,1,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR10,2,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR10,3,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR10,4,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR10,5,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR10,6,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR10,7,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR10,8,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR10,9,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR11,1,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR11,2,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR11,3,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR11,4,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR11,5,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR11,6,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR11,7,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR11,8,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR11,9,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR12,1,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR12,2,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR12,3,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR12,4,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR12,5,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR12,6,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR12,7,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR12,8,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR12,9,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR13,1,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR13,2,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR13,3,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR13,4,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR13,5,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR13,6,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR13,7,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR13,8,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR13,9,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR14,1,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR14,2,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR14,3,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR14,4,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR14,5,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR14,6,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR14,7,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR14,8,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR14,9,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR15,1,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR15,2,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR15,3,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR15,4,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR15,5,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR15,6,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR15,7,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR15,8,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR15,9,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR16,1,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR16,2,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR16,3,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR16,4,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR16,5,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR16,6,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR16,7,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR16,8,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR16,9,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen1,1,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen1,2,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen1,3,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen1,4,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen1,5,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen1,6,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen1,7,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen1,8,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen1,9,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen2,1,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen2,2,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen2,3,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen2,4,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen2,5,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen2,6,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen2,7,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen2,8,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen2,9,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen3,1,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen3,2,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen3,3,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen3,4,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen3,5,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen3,6,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen3,7,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen3,8,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen3,9,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen4,1,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen4,2,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen4,3,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen4,4,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen4,5,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen4,6,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen4,7,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen4,8,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen4,9,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen5,1,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen5,2,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen5,3,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen5,4,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen5,5,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen5,6,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen5,7,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen5,8,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen5,9,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen6,1,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen6,2,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen6,3,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen6,4,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen6,5,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen6,6,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen6,7,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen6,8,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen6,9,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen7,1,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen7,2,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen7,3,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen7,4,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen7,5,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen7,6,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen7,7,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen7,8,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen7,9,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen8,1,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen8,2,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen8,3,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen8,4,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen8,5,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen8,6,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen8,7,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen8,8,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen8,9,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen9,1,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen9,2,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen9,3,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen9,4,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen9,5,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen9,6,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen9,7,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen9,8,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen9,9,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen10,1,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen10,2,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen10,3,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen10,4,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen10,5,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen10,6,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen10,7,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen10,8,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen10,9,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen11,1,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen11,2,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen11,3,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen11,4,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen11,5,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen11,6,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen11,7,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen11,8,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen11,9,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen12,1,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen12,2,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen12,3,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen12,4,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen12,5,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen12,6,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen12,7,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen12,8,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen12,9,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen13,1,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen13,2,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen13,3,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen13,4,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen13,5,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen13,6,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen13,7,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen13,8,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen13,9,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen14,1,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen14,2,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen14,3,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen14,4,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen14,5,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen14,6,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen14,7,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen14,8,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen14,9,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen15,1,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen15,2,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen15,3,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen15,4,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen15,5,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen15,6,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen15,7,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen15,8,
Sentinel,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,Sen15,9,
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen1,1,
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen1,2,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen1,3,4.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen1,4,4.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen1,5,4.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen1,6,4.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen1,7,3.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen1,8,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen1,9,3.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen2,1,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen2,2,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen2,3,3.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen2,4,
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen2,5,
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen2,6,4.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen2,7,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen2,8,4.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen2,9,
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen3,1,4.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen3,2,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen3,3,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen3,4,4.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen3,5,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen3,6,3.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen3,7,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen3,8,4.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen3,9,3.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen4,1,4.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen4,2,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen4,3,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen4,4,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen4,5,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen4,6,3.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen4,7,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen4,8,4.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen4,9,3.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen5,1,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen5,2,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen5,3,4.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen5,4,4.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen5,5,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen5,6,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen5,7,4.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen5,8,4.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen5,9,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen6,1,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen6,2,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen6,3,4.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen6,4,5.0
Sentinel,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,Sen6,5,5.0
