source,config,llm,prompt,model_class,protocol,question,reasoning_concordance
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR15,5,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR15,6,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR15,7,Agree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR15,8,Agree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR15,9,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR16,1,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR16,2,Agree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR16,3,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR16,4,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR16,5,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR16,6,Agree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR16,7,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR16,8,Agree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR16,9,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR1,1,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR1,2,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR1,3,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR1,4,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR1,5,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR1,6,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR1,7,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR1,8,Agree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR1,9,Partly agree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR2,1,Agree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR2,2,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR2,3,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR2,4,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR2,5,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR2,6,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR2,7,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR2,8,Agree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR2,9,Partly agree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR3,1,Partly agree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR3,2,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR3,3,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR3,4,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR3,5,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR3,6,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR3,7,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR3,8,Partly agree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR3,9,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR4,1,Agree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR4,2,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR4,3,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR4,4,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR4,5,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR4,6,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR4,7,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR4,8,Partly agree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR4,9,Partly agree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR5,1,Partly agree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR5,2,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR5,3,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR5,4,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR5,5,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR5,6,Agree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR5,7,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR5,8,Partly agree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR5,9,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR6,1,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR6,2,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR6,3,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR6,4,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR6,5,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR6,6,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR6,7,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR6,8,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR6,9,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR7,1,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR7,2,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR7,3,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR7,4,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR7,5,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR7,6,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR7,7,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR7,8,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR7,9,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR8,1,Partly agree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR8,2,Agree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR8,3,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR8,4,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR8,5,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR8,6,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR8,7,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR8,8,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR8,9,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR9,1,Agree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR9,2,Partly agree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR9,3,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR9,4,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR9,5,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR9,6,Partly agree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR9,7,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR9,8,Partly agree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR9,9,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR10,1,Agree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR10,2,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR10,3,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR10,4,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR10,5,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR10,6,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR10,7,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR10,8,Agree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR10,9,Partly agree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR11,1,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR11,2,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR11,3,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR11,4,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR11,5,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR11,6,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR11,7,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR11,8,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR11,9,Agree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR12,1,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR12,2,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR12,3,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR12,4,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR12,5,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR12,6,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR12,7,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR12,8,Agree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR12,9,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR13,1,Partly agree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR13,2,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR13,3,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR13,4,Agree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR13,5,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR13,6,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR13,7,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR13,8,Partly agree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR13,9,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR14,1,Partly agree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR14,2,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR14,3,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR14,4,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR14,5,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR14,6,Partly agree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR14,7,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR14,8,Agree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR14,9,Partly agree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR15,1,Agree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR15,2,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR15,3,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR15,4,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR15,5,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR15,6,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR15,7,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR15,8,Partly agree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR15,9,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR16,1,Agree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR16,2,Agree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR16,3,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR16,4,Agree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR16,5,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR16,6,Disagree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR16,7,Partly agree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR16,8,Partly agree
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR16,9,Partly agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA1,1,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA1,2,Disagree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA1,3,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA1,4,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA1,5,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA1,6,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA1,7,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA1,8,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA1,9,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA2,1,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA2,2,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA2,3,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA2,4,
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA2,5,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA2,6,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA2,7,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA2,8,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA2,9,
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA3,1,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA3,2,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA3,3,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA3,4,
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA3,5,
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA3,6,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA3,7,Partly agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA3,8,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA3,9,
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA4,1,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA4,2,Disagree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA4,3,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA4,4,
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA4,5,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA4,6,
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA4,7,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA4,8,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA4,9,
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA5,1,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA5,2,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA5,3,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA5,4,
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA5,5,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA5,6,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA5,7,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA5,8,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA5,9,
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA6,1,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA6,2,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA6,3,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA6,4,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA6,5,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA6,6,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA6,7,
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA6,8,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA6,9,
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA7,1,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA7,2,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA7,3,Disagree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA7,4,
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA7,5,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA7,6,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA7,7,Partly agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA7,8,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA7,9,
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA8,1,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA8,2,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA8,3,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA8,4,
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA8,5,
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA8,6,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA8,7,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA8,8,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA8,9,
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA9,1,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA9,2,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA9,3,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA9,4,
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA9,5,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA9,6,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA9,7,Partly agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA9,8,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA9,9,
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA10,1,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA10,2,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA10,3,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA10,4,
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA10,5,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA10,6,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA10,7,Partly agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA10,8,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA10,9,
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA11,1,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA11,2,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA11,3,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA11,4,
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA11,5,
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA11,6,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA11,7,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA11,8,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA11,9,
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA12,1,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA12,2,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA12,3,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA12,4,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA12,5,
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA12,6,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA12,7,Partly agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA12,8,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA12,9,
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA13,1,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA13,2,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA13,3,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA13,4,
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA13,5,
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA13,6,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA13,7,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA13,8,Partly agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA13,9,
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA14,1,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA14,2,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA14,3,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA14,4,
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA14,5,
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA14,6,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA14,7,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA14,8,Agree
HMA-EMA,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,HMA14,9,
